No errors
No warnings
147 ms
data source=tafs
2629 results
raw_text,station_id,issue_time,bulletin_time,valid_time_from,valid_time_to,remarks,latitude,longitude,elevation_m,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c,fcst_time_from,fcst_time_to,change_indicator,time_becoming,probability,wind_dir_degrees,wind_speed_kt,wind_gust_kt,wind_shear_hgt_ft_agl,wind_shear_dir_degrees,wind_shear_speed_kt,visibility_statute_mi,altim_in_hg,vert_vis_ft,wx_string,not_decoded,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,sky_cover,cloud_base_ft_agl,cloud_type,turbulence_intensity,turbulence_min_alt_ft_agl,turbulence_max_alt_ft_agl,icing_intensity,icing_min_alt_ft_agl,icing_max_alt_ft_agl,valid_time,sfc_temp_c,max_or_min_temp_c,valid_time,sfc_temp_c,max_or_min_temp_c
TAF YPLM 212311Z 2200/2300 12012KT CAVOK FM220400 05008KT CAVOK FM220900 24014KT CAVOK FM221700 21008KT CAVOK,YPLM,2024-03-21T23:11:00Z,2024-03-21T23:11:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,-22.241,114.097,5,2024-03-22T00:00:00Z,2024-03-22T04:00:00Z,,,,120,12,,,,,6+,,,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,2024-03-22T04:00:00Z,2024-03-22T09:00:00Z,FM,,,50,8,,,,,6+,,,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,2024-03-22T09:00:00Z,2024-03-22T17:00:00Z,FM,,,240,14,,,,,6+,,,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,2024-03-22T17:00:00Z,2024-03-23T00:00:00Z,FM,,,210,8,,,,,6+,,,NSW,,NSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF SPUR 212310Z 2200/2224 23011KT CAVOK TX36/2219Z TN23/2211Z BECMG 2202/2204 16007KT BECMG 2220/2222 23013KT,SPUR,2024-03-21T23:10:00Z,2024-03-21T23:10:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,-5.206,-80.616,30,2024-03-22T00:00:00Z,2024-03-22T02:00:00Z,,,,230,11,,,,,6+,,,,,NSC,,,,,,,,,,,,,,,,,,,,,2024-03-22T02:00:00Z,2024-03-22T20:00:00Z,BECMG,1711080000,,160,7,,,,,6+,,,,,NSC,,,,,,,,,,,,,,,,,,,,,2024-03-22T20:00:00Z,2024-03-23T00:00:00Z,BECMG,1711144800,,230,13,,,,,6+,,,,,NSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF FIMR 212310Z 2200/2218 09012G30KT 9999 SCT017 PROB30 TEMPO 2212/2215 7000 -SHRA BKN016,FIMR,2024-03-21T23:10:00Z,2024-03-21T23:10:00Z,2024-03-22T00:00:00Z,2024-03-22T18:00:00Z,,-19.755,63.36,31,2024-03-22T00:00:00Z,2024-03-22T18:00:00Z,,,,90,12,30,,,,6+,,,,,SCT,1700,,,,,,,,,,,,,,,,,,,,2024-03-22T12:00:00Z,2024-03-22T15:00:00Z,TEMPO,,30,,,,,,,4.35,,,-SHRA,,BKN,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF SPME 212310Z 2200/2224 29007KT 9999 BKN020 TX33/2219Z TN24/2211Z BECMG 2217/2219 34010KT BECMG 2221/2223 26006KT,SPME,2024-03-21T23:10:00Z,2024-03-21T23:10:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,-3.551,-80.385,26,2024-03-22T00:00:00Z,2024-03-22T17:00:00Z,,,,290,7,,,,,6+,,,,,BKN,2000,,,,,,,,,,,,,,,,,,,,2024-03-22T17:00:00Z,2024-03-22T21:00:00Z,BECMG,1711134000,,340,10,,,,,6+,,,,,BKN,2000,,,,,,,,,,,,,,,,,,,,2024-03-22T21:00:00Z,2024-03-23T00:00:00Z,BECMG,1711148400,,260,6,,,,,6+,,,,,BKN,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF SPHI 212310Z 2200/2224 19017KT CAVOK TX31/2219Z TN22/2211Z BECMG 2203/2205 18007KT BECMG 2217/2219 19018KT,SPHI,2024-03-21T23:10:00Z,2024-03-21T23:10:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,-6.787,-79.828,33,2024-03-22T00:00:00Z,2024-03-22T03:00:00Z,,,,190,17,,,,,6+,,,,,NSC,,,,,,,,,,,,,,,,,,,,,2024-03-22T03:00:00Z,2024-03-22T17:00:00Z,BECMG,1711083600,,180,7,,,,,6+,,,,,NSC,,,,,,,,,,,,,,,,,,,,,2024-03-22T17:00:00Z,2024-03-23T00:00:00Z,BECMG,1711134000,,190,18,,,,,6+,,,,,NSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF YPCC 212310Z 2200/2300 23008KT 9999 SCT025 FM221400 32005KT 9999 SCT025,YPCC,2024-03-21T23:10:00Z,2024-03-21T23:10:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,-12.189,96.834,3,2024-03-22T00:00:00Z,2024-03-22T14:00:00Z,,,,230,8,,,,,6+,,,,,SCT,2500,,,,,,,,,,,,,,,,,,,,2024-03-22T14:00:00Z,2024-03-23T00:00:00Z,FM,,,320,5,,,,,6+,,,,,SCT,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF SPRU 212310Z 2200/2224 15006KT 7000 BKN080 TX24/2219Z TN21/2211Z BECMG 2206/2208 4000 BR TEMPO 2210/2212 1000 BECMG 2214/2216 8000 NSW,SPRU,2024-03-21T23:10:00Z,2024-03-21T23:10:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,-8.087,-79.109,23,2024-03-22T00:00:00Z,2024-03-22T06:00:00Z,,,,150,6,,,,,4.35,,,,,BKN,8000,,,,,,,,,,,,,,,,,,,,2024-03-22T06:00:00Z,2024-03-22T14:00:00Z,BECMG,1711094400,,150,6,,,,,2.49,,,BR,,BKN,8000,,,,,,,,,,,,,,,,,,,,2024-03-22T10:00:00Z,2024-03-22T12:00:00Z,TEMPO,,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-22T14:00:00Z,2024-03-23T00:00:00Z,BECMG,1711123200,,150,6,,,,,4.97,,,NSW,,BKN,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF KNIP 2123/2223 11008KT 9999 SCT150 BKN250 QNH3005INS FM220100 09008KT 9999 FEW030 SCT150 OVC250 QNH3007INS FM220900 09007KT 9999 VCSH SCT025 BKN050 OVC100 QNH3001INS FM221200 12013KT 9000 BR VCSH BKN020 OVC050 QNH3000INS TEMPO 2212/2216 4800 RA BR BKN010 OVC030 FM221600 14013G20KT 8000 -RA BR VCTS BKN015CB OVC050 QNH2984INS TEMPO 2216/2222 VRB20G35KT 2400 +TSRA BR BKN008 OVC015CB AUTOMATED SENSOR METWATCH 2203 TIL 2209 TX23/2220Z TN16/2211Z FN20019,KNIP,2024-03-21T23:10:00Z,2024-03-21T23:10:00Z,2024-03-21T23:00:00Z,2024-03-22T23:00:00Z,,30.2346,-81.6746,3,2024-03-21T23:00:00Z,2024-03-22T01:00:00Z,,,,110,8,,,,,6+,,,,,SCT,15000,,BKN,25000,,,,,,,,,,,,,,,,,2024-03-22T01:00:00Z,2024-03-22T09:00:00Z,FM,,,90,8,,,,,6+,,,,,FEW,3000,,SCT,15000,,OVC,25000,,,,,,,,,,,,,,2024-03-22T09:00:00Z,2024-03-22T12:00:00Z,FM,,,90,7,,,,,6+,,,VCSH,,SCT,2500,,BKN,5000,,OVC,10000,,,,,,,,,,,,,,2024-03-22T12:00:00Z,2024-03-22T16:00:00Z,FM,,,120,13,,,,,5.59,,,BR VCSH,,BKN,2000,,OVC,5000,,,,,,,,,,,,,,,,,2024-03-22T12:00:00Z,2024-03-22T16:00:00Z,TEMPO,,,,,,,,,2.98,,,RA BR,,BKN,1000,,OVC,3000,,,,,,,,,,,,,,,,,2024-03-22T16:00:00Z,2024-03-22T23:00:00Z,FM,,,140,13,20,,,,4.97,,,-RA BR VCTS,,BKN,1500,CB,OVC,5000,,,,,,,,,,,,,,,,,2024-03-22T16:00:00Z,2024-03-22T22:00:00Z,TEMPO,,,VRB,20,35,,,,1.49,,,+TSRA BR,,BKN,800,,OVC,1500,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF KPOE 212310Z 2123/2305 10012KT 8000 -SHRA FEW007 SCT015 OVC035 QNH2989INS TEMPO 2123/2201 BKN007 BECMG 2200/2201 10007KT 8000 -SHRA SCT007 BKN015 OVC025 QNH2991INS TEMPO 2201/2204 BKN007 BECMG 2203/2204 11007KT 6000 SHRA VCTS OVC006CB QNH2980INS TEMPO 2206/2210 VRB20G30KT 2400 +TSRA OVC005CB BECMG 2211/2212 VRB06KT 8000 SHRA OVC006 QNH2979INS BECMG 2214/2215 VRB06KT 9999 NSW OVC006 QNH2976INS BECMG 2217/2218 29010G15KT 9999 VCSH BKN020 OVC030 QNH2972INS TEMPO 2220/2224 33012G20KT 8000 SHRA BECMG 2300/2301 34010KT 9999 NSW BKN015 QNH2980INS TX19/2219Z TN11/2209Z,KPOE,2024-03-21T23:10:00Z,2024-03-21T23:10:00Z,2024-03-21T23:00:00Z,2024-03-23T05:00:00Z,,31.047,-93.194,98,2024-03-21T23:00:00Z,2024-03-22T00:00:00Z,,,,100,12,,,,,4.97,,,-SHRA,,FEW,700,,SCT,1500,,OVC,3500,,,,,,,,,,,,,,2024-03-21T23:00:00Z,2024-03-22T01:00:00Z,TEMPO,,,,,,,,,,,,,,BKN,700,,,,,,,,,,,,,,,,,,,,2024-03-22T00:00:00Z,2024-03-22T03:00:00Z,BECMG,1711069200,,100,7,,,,,4.97,,,-SHRA,,SCT,700,,BKN,1500,,OVC,2500,,,,,,,,,,,,,,2024-03-22T01:00:00Z,2024-03-22T04:00:00Z,TEMPO,,,,,,,,,,,,,,BKN,700,,,,,,,,,,,,,,,,,,,,2024-03-22T03:00:00Z,2024-03-22T11:00:00Z,BECMG,1711080000,,110,7,,,,,3.73,,,SHRA VCTS,,OVC,600,CB,,,,,,,,,,,,,,,,,,,2024-03-22T06:00:00Z,2024-03-22T10:00:00Z,TEMPO,,,VRB,20,30,,,,1.49,,,+TSRA,,OVC,500,CB,,,,,,,,,,,,,,,,,,,2024-03-22T11:00:00Z,2024-03-22T14:00:00Z,BECMG,1711108800,,VRB,6,,,,,4.97,,,SHRA,,OVC,600,,,,,,,,,,,,,,,,,,,,2024-03-22T14:00:00Z,2024-03-22T17:00:00Z,BECMG,1711119600,,VRB,6,,,,,6+,,,NSW,,OVC,600,,,,,,,,,,,,,,,,,,,,
TAF MMMZ 212310Z 2200/2300 31015KT P6SM SKC TX30/2219Z TN13/2212Z BECMG 2202/2204 34004KT FM220600 00000KT P6SM SKC BECMG 2218/2219 23010KT P6SM SKC,MMMZ,2024-03-21T23:10:00Z,2024-03-21T23:10:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,23.161,-106.271,7,2024-03-22T00:00:00Z,2024-03-22T02:00:00Z,,,,310,15,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2024-03-22T02:00:00Z,2024-03-22T06:00:00Z,BECMG,1711080000,,340,4,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2024-03-22T06:00:00Z,2024-03-22T18:00:00Z,FM,,,0,0,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2024-03-22T18:00:00Z,2024-03-23T00:00:00Z,BECMG,1711134000,,230,10,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF MMTJ 212310Z 2200/2300 26010KT P6SM SKC TX20/2221Z TN12/2212Z BECMG 2202/2204 30004KT FM220500 00000KT 5SM HZ SCT015 BECMG 2206/2207 3SM BR HZ BKN010 TEMPO 2210/2214 2SM BR HZ OVC006 FM221500 34005KT 4SM HZ SCT015 BECMG 2216/2217 P6SM SKC,MMTJ,2024-03-21T23:10:00Z,2024-03-21T23:10:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,32.544,-116.982,150,2024-03-22T00:00:00Z,2024-03-22T02:00:00Z,,,,260,10,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2024-03-22T02:00:00Z,2024-03-22T05:00:00Z,BECMG,1711080000,,300,4,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2024-03-22T05:00:00Z,2024-03-22T06:00:00Z,FM,,,0,0,,,,,5,,,HZ,,SCT,1500,,,,,,,,,,,,,,,,,,,,2024-03-22T06:00:00Z,2024-03-22T15:00:00Z,BECMG,1711090800,,0,0,,,,,3,,,BR HZ,,BKN,1000,,,,,,,,,,,,,,,,,,,,2024-03-22T10:00:00Z,2024-03-22T14:00:00Z,TEMPO,,,,,,,,,2,,,BR HZ,,OVC,600,,,,,,,,,,,,,,,,,,,,2024-03-22T15:00:00Z,2024-03-22T16:00:00Z,FM,,,340,5,,,,,4,,,HZ,,SCT,1500,,,,,,,,,,,,,,,,,,,,2024-03-22T16:00:00Z,2024-03-23T00:00:00Z,BECMG,1711126800,,340,5,,,,,6+,,,HZ,,SKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF COR KNHK 2123/2223 36006KT 9999 SKC QNH3015INS BECMG 2203/2205 05008KT 9999 SKC QNH3025INS BECMG 2213/2215 12012KT 9999 BKN250 QNH3023INS BECMG 2218/2220 14014G20KT 9999 SCT050 SCT150 BKN220 BKN280 QNH3018INS AUTOMATED SENSOR METWATCH 2203 TIL 2208 TX10/2220Z TN02/2210Z COR 2308 FN20066,KNHK,2024-03-21T23:10:00Z,2024-03-21T23:10:00Z,2024-03-21T23:00:00Z,2024-03-22T23:00:00Z,,38.284,-76.408,5,2024-03-21T23:00:00Z,2024-03-22T03:00:00Z,,,,360,6,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2024-03-22T03:00:00Z,2024-03-22T13:00:00Z,BECMG,1711083600,,50,8,,,,,6+,,,,,SKC,,,,,,,,,,,,,,,,,,,,,2024-03-22T13:00:00Z,2024-03-22T18:00:00Z,BECMG,1711119600,,120,12,,,,,6+,,,,,BKN,25000,,,,,,,,,,,,,,,,,,,,2024-03-22T18:00:00Z,2024-03-22T23:00:00Z,BECMG,1711137600,,140,14,20,,,,6+,,,,,SCT,5000,,SCT,15000,,BKN,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF NGFU 212310Z 2200/2224 09006KT 9999 SCT016 BKN100 PROB40 TEMPO 2200/2218 5000 TSRA FEW016CB,NGFU,2024-03-21T23:10:00Z,2024-03-21T23:10:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,-8.523,179.198,2,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,,,90,6,,,,,6+,,,,,SCT,1600,,BKN,10000,,,,,,,,,,,,,,,,,2024-03-22T00:00:00Z,2024-03-22T18:00:00Z,TEMPO,,40,,,,,,,3.11,,,TSRA,,FEW,1600,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF AMD YBRK 212310Z 2200/2300 11014KT 9999 -SHRA SCT030 FM220900 14007KT 9999 NSW SCT025 FM221400 14005KT 9999 -SHRA BKN020 INTER 2200/2206 4000 SHRA BKN015 INTER 2220/2300 4000 SHRA BKN012,YBRK,2024-03-21T23:10:00Z,2024-03-21T23:10:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,-23.375,150.477,10,2024-03-22T00:00:00Z,2024-03-22T09:00:00Z,,,,110,14,,,,,6+,,,-SHRA,,SCT,3000,,,,,,,,,,,,,,,,,,,,2024-03-22T09:00:00Z,2024-03-22T14:00:00Z,FM,,,140,7,,,,,6+,,,NSW,,SCT,2500,,,,,,,,,,,,,,,,,,,,2024-03-22T14:00:00Z,2024-03-23T00:00:00Z,FM,,,140,5,,,,,6+,,,-SHRA,,BKN,2000,,,,,,,,,,,,,,,,,,,,2024-03-22T00:00:00Z,2024-03-22T06:00:00Z,TEMPO,,,,,,,,,2.49,,,SHRA,,BKN,1500,,,,,,,,,,,,,,,,,,,,2024-03-22T20:00:00Z,2024-03-23T00:00:00Z,TEMPO,,,,,,,,,2.49,,,SHRA,,BKN,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF NFTV 212309Z 2200/2224 01012KT 9999 FEW009 SCT017 BKN100 PROB40 TEMPO 2200/2218 5000 TSRA BKN015 FEW018CB,NFTV,2024-03-21T23:09:00Z,2024-03-21T23:09:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,-18.585,-173.963,71,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,,,10,12,,,,,6+,,,,,FEW,900,,SCT,1700,,BKN,10000,,,,,,,,,,,,,,2024-03-22T00:00:00Z,2024-03-22T18:00:00Z,TEMPO,,40,,,,,,,3.11,,,TSRA,,BKN,1500,,FEW,1800,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF DIBK 212309Z 2200/2224 2006KT 8000 SCT011 TEMPO 2200/2203 BKN010 PROB30 2205/2209 4000 BR PROB40 TEMPO 2217/2222 TS BKN012 FEW020CB,DIBK,2024-03-21T23:09:00Z,2024-03-21T23:09:00Z,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,7.739,-5.074,363,2024-03-22T00:00:00Z,2024-03-23T00:00:00Z,,,,,,,,,,4.97,,,,,SCT,1100,,,,,,,,,,,,,,,,,,,,2024-03-22T00:00:00Z,2024-03-22T03:00:00Z,TEMPO,,,,,,,,,,,,,,BKN,1000,,,,,,,,,,,,,,,,,,,,2024-03-22T05:00:00Z,2024-03-22T09:00:00Z,PROB,,30,,,,,,,2.49,,,BR,,,,,,,,,,,,,,,,,,,,,,,2024-03-22T17:00:00Z,2024-03-22T22:00:00Z,TEMPO,,40,,,,,,,,,,TS,,BKN,1200,,FEW,2000,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
