No errors
No warnings
102 ms
data source=metars
4813 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KSJS 220415Z AUTO 08005KT 10SM CLR 05/M09 A3020 RMK AO2 T00461093,KSJS,2024-03-22T04:15:00Z,37.7489,-82.6413,4.6,-9.3,80,5,,10+,30.20,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,359
KSHL 220415Z AUTO 07017G22KT 10SM OVC060 M01/M07 A3001 RMK AO2,KSHL,2024-03-22T04:15:00Z,43.2082,-95.8354,-1,-7,70,17,22,10+,30.01,,,TRUE,TRUE,,,,,,,OVC,6000,,,,,,,VFR,,,,,,,,,,,,METAR,430
KSHD 220415Z AUTO 36003KT 7SM SCT110 04/M09 A3027 RMK AO2 T00381090,KSHD,2024-03-22T04:15:00Z,38.2601,-78.9013,3.8,-9,360,3,,7,30.27,,,TRUE,TRUE,,,,,,,SCT,11000,,,,,,,VFR,,,,,,,,,,,,METAR,360
KSGS 220415Z AUTO 06003KT 1 3/4SM UP SCT007 OVC018 M03/M04 A3021 RMK AO2 P0001 T10271040,KSGS,2024-03-22T04:15:00Z,44.8601,-93.0321,-2.7,-4,60,3,,1.75,30.21,,,TRUE,TRUE,,,,,,UP,SCT,700,OVC,1800,,,,,IFR,,,,,,0.01,,,,,,METAR,250
KSFQ 220415Z AUTO 00000KT 10SM CLR 04/01 A3030 RMK AO2 T00410008,KSFQ,2024-03-22T04:15:00Z,36.6825,-76.6013,4.1,0.8,0,0,,10+,30.30,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,19
KSEZ 220415Z AUTO 31006KT 10SM CLR 13/M01 A3015 RMK AO2,KSEZ,2024-03-22T04:15:00Z,34.8467,-111.788,13,-1,310,6,,10+,30.15,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1455
KSEP 220415Z AUTO 26005KT 10SM SCT110 13/11 A2988 RMK AO2 T01270112,KSEP,2024-03-22T04:15:00Z,32.215,-98.1793,12.7,11.2,260,5,,10+,29.88,,,TRUE,TRUE,,,,,,,SCT,11000,,,,,,,VFR,,,,,,,,,,,,METAR,399
KSEF 220415Z AUTO 13010KT 10SM CLR 22/17 A3006 RMK AO2 T02160172,KSEF,2024-03-22T04:15:00Z,27.4553,-81.3415,21.6,17.2,130,10,,10+,30.06,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,17
KSEE 220415Z AUTO 29005KT 10SM CLR 14/11 A3008 RMK AO2,KSEE,2024-03-22T04:15:00Z,32.8273,-116.974,14,11,290,5,,10+,30.08,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,113
KSDC 220415Z AUTO 31005KT 10SM BKN041 OVC047 M02/M11 A3037 RMK AO2,KSDC,2024-03-22T04:15:00Z,43.2355,-77.1201,-2,-11,310,5,,10+,30.37,,,TRUE,TRUE,,,,,,,BKN,4100,OVC,4700,,,,,VFR,,,,,,,,,,,,METAR,127
KSDA 220415Z AUTO 11005KT 10SM FEW041 04/M05 A2992 RMK AO2,KSDA,2024-03-22T04:15:00Z,40.7533,-95.4112,4,-5,110,5,,10+,29.92,,,TRUE,TRUE,,,,,,,FEW,4100,,,,,,,VFR,,,,,,,,,,,,METAR,293
KSCX 220415Z AUTO 03003KT 10SM SCT025 BKN036 OVC047 07/M06 A3011 RMK A01,KSCX,2024-03-22T04:15:00Z,36.4553,-84.584,7,-6,30,3,,10+,30.11,,,TRUE,TRUE,,,,,,,SCT,2500,BKN,3600,OVC,4700,,,VFR,,,,,,,,,,,,METAR,462
KSCD 220415Z AUTO 00000KT 10SM SCT075 OVC100 14/11 A3005 RMK AO2 T01410109,KSCD,2024-03-22T04:15:00Z,33.1732,-86.2933,14.1,10.9,0,0,,10+,30.05,,,TRUE,TRUE,,,,,,,SCT,7500,OVC,10000,,,,,VFR,,,,,,,,,,,,METAR,164
KSBX 220415Z AUTO 35009KT 10SM UP FEW034 FEW041 OVC075 M07/M07 A3024 RMK AO2,KSBX,2024-03-22T04:15:00Z,48.541,-111.871,-7,-7,350,9,,10+,30.24,,,TRUE,TRUE,,,,,,UP,FEW,3400,FEW,4100,OVC,7500,,,VFR,,,,,,,,,,,,METAR,1049
KSBO 220415Z AUTO 12007KT 10SM CLR 15/11 A3012 RMK AO2,KSBO,2024-03-22T04:15:00Z,32.6111,-82.3702,15,11,120,7,,10+,30.12,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,98
KSAZ 220415Z AUTO 08003KT 1 1/2SM -SN BKN007 OVC014 M04/M06 A3019 RMK AO2,KSAZ,2024-03-22T04:15:00Z,46.3785,-94.8017,-4,-6,80,3,,1.5,30.19,,,TRUE,TRUE,,,,,,-SN,BKN,700,OVC,1400,,,,,IFR,,,,,,,,,,,,METAR,391
KSAR 220415Z AUTO 08005KT 10SM CLR 04/M04 A3009 RMK AO2 T00411036,KSAR,2024-03-22T04:15:00Z,38.1463,-89.7025,4.1,-3.6,80,5,,10+,30.09,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,162
KSAA 220415Z AUTO 24012KT 10SM CLR 02/M03 A3006 RMK AO2,KSAA,2024-03-22T04:15:00Z,41.447,-106.815,2,-3,240,12,,10+,30.06,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2093
KS52 220415Z AUTO 31004KT 10SM CLR 05/M01 A3002 RMK AO2 T00501009,KS52,2024-03-22T04:15:00Z,48.4282,-120.15,5,-0.9,310,4,,10+,30.02,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,517
KS39 220415Z AUTO 00000KT 10SM SCT043 SCT050 BKN065 05/M00 A3004 RMK AO2,KS39,2024-03-22T04:15:00Z,44.2858,-120.901,5,0,0,0,,10+,30.04,,,TRUE,TRUE,,,,,,,SCT,4300,SCT,5000,BKN,6500,,,VFR,,,,,,,,,,,,METAR,987
KS34 220415Z AUTO 14006KT 10SM SCT055 OVC080 09/02 A3004 RMK AO2,KS34,2024-03-22T04:15:00Z,47.4718,-114.901,9,2,140,6,,10+,30.04,,,TRUE,TRUE,,,,,,,SCT,5500,OVC,8000,,,,,VFR,,,,,,,,,,,,METAR,750
KS33 220415Z AUTO 02007KT 10SM SCT095 08/03 A3006 RMK AO2,KS33,2024-03-22T04:15:00Z,44.6653,-121.157,8,3,20,7,,10+,30.06,,,TRUE,TRUE,,,,,,,SCT,9500,,,,,,,VFR,,,,,,,,,,,,METAR,739
KS32 220415Z AUTO 08005KT 4SM BR M06/M06 A3022 RMK AO2 TSNO,KS32,2024-03-22T04:15:00Z,47.424,-98.11,-6,-6,80,5,,4,30.22,,,TRUE,TRUE,,,TRUE,,,BR,,,,,,,,,MVFR,,,,,,,,,,,,METAR,435
KS25 220415Z AUTO 07003KT 7SM -SN FEW006 BKN049 OVC060 M07/M07 A3020 RMK AO2,KS25,2024-03-22T04:15:00Z,47.7954,-103.257,-7,-7,70,3,,7,30.20,,,TRUE,TRUE,,,,,,-SN,FEW,600,BKN,4900,OVC,6000,,,VFR,,,,,,,,,,,,METAR,632
KS24 220415Z AUTO 12006KT 10SM SCT032 SCT110 M03/M10 A3029 RMK AO2,KS24,2024-03-22T04:15:00Z,41.296,-83.037,-3,-10,120,6,,10+,30.29,,,TRUE,TRUE,,,,,,,SCT,3200,SCT,11000,,,,,VFR,,,,,,,,,,,,METAR,203
KS21 220415Z AUTO 00000KT 10SM CLR 03/00 A3009 RMK AO2,KS21,2024-03-22T04:15:00Z,43.8801,-121.454,3,0,0,0,,10+,30.09,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1269
KS12 220415Z 34004KT 10SM SCT110 13/09 A3002 RMK AO2 CAUTION: LARGE BIRDS IN VICINITY OF AIRPORT,KS12,2024-03-22T04:15:00Z,44.6394,-123.058,13,9,340,4,,10+,30.02,,,,TRUE,,,,,,,SCT,11000,,,,,,,VFR,,,,,,,,,,,,METAR,69
KRZT 220415Z AUTO 00000KT 10SM CLR M03/M05 A3025 RMK AO2 PWINO,KRZT,2024-03-22T04:15:00Z,39.4402,-83.0209,-3,-5,0,0,,10+,30.25,,,TRUE,TRUE,,,,,TRUE,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,217
KRZR 220415Z AUTO 00000KT 10SM CLR 09/07 A3006 RMK A01,KRZR,2024-03-22T04:15:00Z,35.207,-84.8005,9,7,0,0,,10+,30.06,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,259
KRZN 220415Z AUTO 00000KT 1 1/4SM SN OVC006 M04/M06 A3022 RMK AO2 T10401058,KRZN,2024-03-22T04:15:00Z,45.8229,-92.3706,-4,-5.8,0,0,,1.25,30.22,,,TRUE,TRUE,,,,,,SN,OVC,600,,,,,,,IFR,,,,,,,,,,,,METAR,301
KRZL 220415Z AUTO 09008KT 10SM SCT110 00/M08 A3020 RMK AO2,KRZL,2024-03-22T04:15:00Z,40.9488,-87.1851,0,-8,90,8,,10+,30.20,,,TRUE,TRUE,,,,,,,SCT,11000,,,,,,,VFR,,,,,,,,,,,,METAR,210
KRYW 220415Z AUTO 00000KT 10SM CLR 14/13 A2989 RMK AO2 LTG DSNT NE AND E T01350132,KRYW,2024-03-22T04:15:00Z,30.498,-97.969,13.5,13.2,0,0,,10+,29.89,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,370
KRYV 220415Z AUTO 11007KT 10SM OVC065 M01/M04 A3019 RMK AO2 T10101036,KRYV,2024-03-22T04:15:00Z,43.1702,-88.7251,-1,-3.6,110,7,,10+,30.19,,,TRUE,TRUE,,,,,,,OVC,6500,,,,,,,VFR,,,,,,,,,,,,METAR,249
KRVL 220415Z AUTO 34005KT 10SM CLR M02/M11 A3031 RMK AO2,KRVL,2024-03-22T04:15:00Z,40.6768,-77.6251,-2,-11,340,5,,10+,30.31,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,250
KRVJ 220415Z AUTO 00000KT 10SM CLR 15/12 A3011 RMK AO2 T01470117,KRVJ,2024-03-22T04:15:00Z,32.059,-82.153,14.7,11.7,0,0,,10+,30.11,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,60
KRVF 220415Z AUTO 31010KT 10SM OVC075 07/M05 A3005 RMK AO2,KRVF,2024-03-22T04:15:00Z,45.534,-112.303,7,-5,310,10,,10+,30.05,,,TRUE,TRUE,,,,,,,OVC,7500,,,,,,,VFR,,,,,,,,,,,,METAR,1445
KRUG 220415Z AUTO 00000KT 4SM -SN FEW003 OVC026 M06/M06 A3022 RMK AO2,KRUG,2024-03-22T04:15:00Z,48.389,-100.025,-6,-6,0,0,,4,30.22,,,TRUE,TRUE,,,,,,-SN,FEW,300,OVC,2600,,,,,MVFR,,,,,,,,,,,,METAR,469
KRTS 220415Z AUTO 30009G14KT 10SM CLR 10/M02 A3013 RMK AO2,KRTS,2024-03-22T04:15:00Z,39.6658,-119.873,10,-2,300,9,14,10+,30.13,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1537
KRRT 220415Z AUTO 36005KT 10SM CLR M07/M11 A3024 RMK AO2,KRRT,2024-03-22T04:15:00Z,48.9318,-95.3405,-7,-11,360,5,,10+,30.24,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,327
KRRL 220415Z AUTO 21005KT 10SM SCT037 BKN044 OVC060 M02/M12 A3017 RMK AO2 T10221121 TSNO,KRRL,2024-03-22T04:15:00Z,45.1985,-89.71,-2.2,-12.1,210,5,,10+,30.17,,,TRUE,TRUE,,,TRUE,,,,SCT,3700,BKN,4400,OVC,6000,,,VFR,,,,,,,,,,,,METAR,397
KRQB 220415Z AUTO 00000KT 10SM SCT110 M05/M13 A3025 RMK AO2 T10541128,KRQB,2024-03-22T04:15:00Z,43.722,-85.498,-5.4,-12.8,0,0,,10+,30.25,,,TRUE,TRUE,,,,,,,SCT,11000,,,,,,,VFR,,,,,,,,,,,,METAR,282
KRPJ 220415Z AUTO 10009KT 10SM BKN090 OVC110 01/M07 A3017 RMK AO2 T00141067 TSNO,KRPJ,2024-03-22T04:15:00Z,41.8906,-89.0817,1.4,-6.7,100,9,,10+,30.17,,,TRUE,TRUE,,,TRUE,,,,BKN,9000,OVC,11000,,,,,VFR,,,,,,,,,,,,METAR,234
KRPH 220415Z AUTO 21005KT 10SM SCT014 12/12 A2983 RMK AO2 T01220121,KRPH,2024-03-22T04:15:00Z,33.1096,-98.5537,12.2,12.1,210,5,,10+,29.83,,,TRUE,TRUE,,,,,,,SCT,1400,,,,,,,VFR,,,,,,,,,,,,METAR,341
KRPD 220415Z AUTO 00000KT 3/4SM SN OVC006 M04/M06 A3022 RMK AO2 P0001 T10431060,KRPD,2024-03-22T04:15:00Z,45.4186,-91.7764,-4.3,-6,0,0,,0.75,30.22,,,TRUE,TRUE,,,,,,SN,OVC,600,,,,,,,LIFR,,,,,,0.01,,,,,,METAR,334
KROX 220415Z AUTO 02008KT 10SM CLR M05/M14 A3024 RMK AO2,KROX,2024-03-22T04:15:00Z,48.856,-95.6949,-5,-14,20,8,,10+,30.24,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,320
KROS 220415Z AUTO 00000KT 1 1/4SM -SN SCT090 M04/M06 A3023 RMK AO2 T10401056,KROS,2024-03-22T04:15:00Z,45.6962,-92.9543,-4,-5.6,0,0,,1.25,30.23,,,TRUE,TRUE,,,,,,-SN,SCT,9000,,,,,,,IFR,,,,,,,,,,,,METAR,282
KRNP 220415Z AUTO 12004KT 10SM CLR M03/M11 A3028 RMK AO2 T10271106,KRNP,2024-03-22T04:15:00Z,42.9937,-84.1347,-2.7,-10.6,120,4,,10+,30.28,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,224
KRNH 220415Z AUTO 00000KT 1SM SN VV007 M04/M05 A3020 RMK AO2 T10401055,KRNH,2024-03-22T04:15:00Z,45.1476,-92.5335,-4,-5.5,0,0,,1,30.20,,,TRUE,TRUE,,,,,,SN,OVX,0,,,,,,,IFR,,,,,,,,,,,700,METAR,302
KRNC 220415Z AUTO 05006KT 10SM FEW055 11/00 A3006 RMK A01,KRNC,2024-03-22T04:15:00Z,35.6991,-85.8402,11,0,50,6,,10+,30.06,,,TRUE,TRUE,,,,,,,FEW,5500,,,,,,,VFR,,,,,,,,,,,,METAR,310
KRMY 220415Z AUTO 09003KT 10SM CLR M03/M09 A3025 RMK AO2 T10311090,KRMY,2024-03-22T04:15:00Z,42.2524,-84.9526,-3.1,-9,90,3,,10+,30.25,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,285
KRMN 220415Z AUTO 00000KT 10SM CLR 01/M07 A3032 RMK AO2 T00051075,KRMN,2024-03-22T04:15:00Z,38.3941,-77.4523,0.5,-7.5,0,0,,10+,30.32,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,50
KRLD 220415Z AUTO 00000KT 10SM CLR 12/04 A3003 RMK AO2 T01190040,KRLD,2024-03-22T04:15:00Z,46.3086,-119.306,11.9,4,0,0,,10+,30.03,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,118
KRKW 220415Z AUTO 07006KT 10SM CLR 10/M04 A3011 RMK A01,KRKW,2024-03-22T04:15:00Z,35.922,-84.689,10,-4,70,6,,10+,30.11,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,505
KRKR 220415Z AUTO 00000KT 10SM DZ OVC042 15/11 A2994 RMK AO2 P0001,KRKR,2024-03-22T04:15:00Z,35.0187,-94.6202,15,11,0,0,,10+,29.94,,,TRUE,TRUE,,,,,,DZ,OVC,4200,,,,,,,VFR,,,,,,0.01,,,,,,METAR,136
KRGK 220415Z AUTO 08003KT 1 1/2SM -SN OVC013 M02/M04 A3020 RMK AO2,KRGK,2024-03-22T04:15:00Z,44.5927,-92.4844,-2,-4,80,3,,1.5,30.20,,,TRUE,TRUE,,,,,,-SN,OVC,1300,,,,,,,IFR,,,,,,,,,,,,METAR,238
KRGA 220415Z AUTO 04003KT 10SM CLR 03/M06 A3018 RMK AO2,KRGA,2024-03-22T04:15:00Z,37.6305,-84.329,3,-6,40,3,,10+,30.18,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,301
KRFI 220415Z AUTO 14006KT 10SM RA OVC006 15/14 A2992 RMK AO2 P0001 T01490137,KRFI,2024-03-22T04:15:00Z,32.1441,-94.8539,14.9,13.7,140,6,,10+,29.92,,,TRUE,TRUE,,,,,,RA,OVC,600,,,,,,,IFR,,,,,,0.01,,,,,,METAR,133
KREG 220415Z AUTO 00000KT 7SM OVC011 14/14 A2994 RMK AO2 T01420136,KREG,2024-03-22T04:15:00Z,30.1756,-90.9397,14.2,13.6,0,0,,7,29.94,,,TRUE,TRUE,,,,,,,OVC,1100,,,,,,,MVFR,,,,,,,,,,,,METAR,3
KRDK 220415Z AUTO 13008KT 10SM BKN038 BKN045 06/M06 A2994 RMK AO2,KRDK,2024-03-22T04:15:00Z,41.0107,-95.2622,6,-6,130,8,,10+,29.94,,,TRUE,TRUE,,,,,,,BKN,3800,BKN,4500,,,,,VFR,,,,,,,,,,,,METAR,317
KRCX 220415Z AUTO 21006KT 1 3/4SM -SN BKN019 OVC038 M04/M07 A3022 RMK AO2 T10411068,KRCX,2024-03-22T04:15:00Z,45.4935,-90.9985,-4.1,-6.8,210,6,,1.75,30.22,,,TRUE,TRUE,,,,,,-SN,BKN,1900,OVC,3800,,,,,IFR,,,,,,,,,,,,METAR,373
KRCV 220415Z AUTO 24007KT 10SM CLR 03/M08 A3010 RMK AO2 T00271080,KRCV,2024-03-22T04:15:00Z,37.7092,-106.355,2.7,-8,240,7,,10+,30.10,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2418
KRCR 220415Z AUTO 11007KT 10SM BKN065 BKN075 OVC110 M01/M09 A3022 RMK AO2,KRCR,2024-03-22T04:15:00Z,41.0651,-86.1864,-1,-9,110,7,,10+,30.22,,,TRUE,TRUE,,,,,,,BKN,6500,BKN,7500,OVC,11000,,,VFR,,,,,,,,,,,,METAR,240
KRCM 220415Z AUTO 11007KT 10SM CLR 09/M03 A2996 RMK AO2,KRCM,2024-03-22T04:15:00Z,38.7855,-93.8058,9,-3,110,7,,10+,29.96,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,242
KRCE 220415Z AUTO 06009KT 10SM BKN008 OVC013 13/13 A2989 RMK AO2 TSNO,KRCE,2024-03-22T04:15:00Z,35.4971,-97.8255,13,13,60,9,,10+,29.89,,,TRUE,TRUE,,,TRUE,,,,BKN,800,OVC,1300,,,,,IFR,,,,,,,,,,,,METAR,412
KRBW 220415Z AUTO 09006KT 10SM CLR 13/12 A3016 RMK AO2,KRBW,2024-03-22T04:15:00Z,32.921,-80.64,13,12,90,6,,10+,30.16,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,30
KRBO 220415Z AUTO 32007KT 10SM CLR 19/18 A2988 RMK AO2 T01860177,KRBO,2024-03-22T04:15:00Z,27.7781,-97.6878,18.6,17.7,320,7,,10+,29.88,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,24
KRAW 220415Z AUTO 13006KT 10SM CLR 10/M03 A2998 RMK AO2,KRAW,2024-03-22T04:15:00Z,38.3484,-93.3436,10,-3,130,6,,10+,29.98,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,285
KRAS 220415Z AUTO 00000KT 1/4SM FG OVC002 19/19 A2988 RMK AO2 T01910189,KRAS,2024-03-22T04:15:00Z,27.8083,-97.0853,19.1,18.9,0,0,,0.25,29.88,,,TRUE,TRUE,,,,,,FG,OVC,200,,,,,,,LIFR,,,,,,,,,,,,METAR,3
KPZZ 220415Z AUTO 14023KT 10SM SCT017 BKN046 OVC110 20/17 A2989 RMK A01,KPZZ,2024-03-22T04:15:00Z,28.4344,-91.0344,20,17,140,23,,10+,29.89,,,TRUE,TRUE,,,,,,,SCT,1700,BKN,4600,OVC,11000,,,VFR,,,,,,,,,,,,METAR,25
KPZQ 220415Z AUTO 20003KT 10SM CLR M07/M10 A3033 RMK AO2 T10701097,KPZQ,2024-03-22T04:15:00Z,45.4085,-83.812,-7,-9.7,200,3,,10+,30.33,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,199
KPYX 220415Z AUTO 00000KT 10SM CLR 05/02 A2989 RMK AO2 T00470016,KPYX,2024-03-22T04:15:00Z,36.4103,-100.751,4.7,1.6,0,0,,10+,29.89,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,890
KPXE 220415Z AUTO 13005KT 10SM CLR 17/08 A3008 RMK AO2 T01710079,KPXE,2024-03-22T04:15:00Z,32.5072,-83.7656,17.1,7.9,130,5,,10+,30.08,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,126
KPWD 220415Z AUTO 04009KT 9SM UP FEW020 OVC028 M08/M09 A3021 RMK AO2,KPWD,2024-03-22T04:15:00Z,48.7912,-104.525,-8,-9,40,9,,9,30.21,,,TRUE,TRUE,,,,,,UP,FEW,2000,OVC,2800,,,,,MVFR,,,,,,,,,,,,METAR,690
KPWC 220415Z AUTO 00000KT 3SM -SN BKN023 BKN031 OVC039 M04/M07 A3023 RMK AO2,KPWC,2024-03-22T04:15:00Z,46.7266,-94.3849,-4,-7,0,0,,3,30.23,,,TRUE,TRUE,,,,,,-SN,BKN,2300,BKN,3100,OVC,3900,,,MVFR,,,,,,,,,,,,METAR,394
KPVW 220415Z AUTO 23004KT 10SM CLR 06/04 A2992 RMK AO2 T00640038,KPVW,2024-03-22T04:15:00Z,34.169,-101.723,6.4,3.8,230,4,,10+,29.92,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1029
KPVJ 220415Z AUTO 11005KT 10SM BKN007 OVC013 14/14 A2986 RMK AO2 T01400140,KPVJ,2024-03-22T04:15:00Z,34.7041,-97.2211,14,14,110,5,,10+,29.86,,,TRUE,TRUE,,,,,,,BKN,700,OVC,1300,,,,,IFR,,,,,,,,,,,,METAR,287
KPVF 220415Z AUTO 00000KT 10SM CLR 12/07 A3013 RMK AO1,KPVF,2024-03-22T04:15:00Z,38.7222,-120.757,12,7,0,0,,10+,30.13,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,788
KPVE 220415Z AUTO 05004KT 10SM FEW070 BKN075 OVC100 16/01 A3002 RMK A01,KPVE,2024-03-22T04:15:00Z,35.6592,-88.1929,16,1,50,4,,10+,30.02,,,TRUE,TRUE,,,,,,,FEW,7000,BKN,7500,OVC,10000,,,VFR,,,,,,,,,,,,METAR,146
KPVB 220415Z AUTO 09009KT 10SM BKN060 OVC080 02/M10 A3012 RMK AO1 T00201096,KPVB,2024-03-22T04:15:00Z,42.6909,-90.4413,2,-9.6,90,9,,10+,30.12,,,TRUE,TRUE,,,,,,,BKN,6000,OVC,8000,,,,,VFR,,,,,,,,,,,,METAR,311
KPUJ 220415Z AUTO 00000KT 10SM SCT120 17/02 A3006 RMK AO2,KPUJ,2024-03-22T04:15:00Z,33.9085,-84.9369,17,2,0,0,,10+,30.06,,,TRUE,TRUE,,,,,,,SCT,12000,,,,,,,VFR,,,,,,,,,,,,METAR,385
KPTS 220415Z AUTO 00000KT 10SM CLR 13/04 A2994 RMK AO2 T01280039 PWINO,KPTS,2024-03-22T04:15:00Z,37.4512,-94.7322,12.8,3.9,0,0,,10+,29.94,,,TRUE,TRUE,,,,,TRUE,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,286
KPTD 220415Z AUTO 29005G10KT 10SM FEW031 BKN037 OVC095 M08/M17 A3030 RMK AO2,KPTD,2024-03-22T04:15:00Z,44.6757,-74.9469,-8,-17,290,5,10,10+,30.30,,,TRUE,TRUE,,,,,,,FEW,3100,BKN,3700,OVC,9500,,,VFR,,,,,,,,,,,,METAR,144
KPTB 220415Z AUTO 07004KT 10SM CLR 05/00 A3028 RMK AO2 T00451003,KPTB,2024-03-22T04:15:00Z,37.1803,-77.5081,4.5,-0.3,70,4,,10+,30.28,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,56
KPSX 220415Z AUTO 00000KT 8SM FEW010 SCT025 OVC032 19/19 A2984 RMK AO2 T01940189,KPSX,2024-03-22T04:15:00Z,28.7248,-96.2535,19.4,18.9,0,0,,8,29.84,,,TRUE,TRUE,,,,,,,FEW,1000,SCT,2500,OVC,3200,,,VFR,,,,,,,,,,,,SPECI,4
KPSO 220415Z AUTO 00000KT 10SM CLR 06/M09 A3010 RMK AO2 T00631087,KPSO,2024-03-22T04:15:00Z,37.291,-107.056,6.3,-8.7,0,0,,10+,30.10,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2332
KPSN 220415Z AUTO 10SM TS FEW005 SCT050 BKN065 14/14 A2982 RMK AO2 LTG DSNT S-W,KPSN,2024-03-22T04:15:00Z,31.7784,-95.7048,14,14,,,,10+,29.82,,,TRUE,TRUE,,,,,,TS,FEW,500,SCT,5000,BKN,6500,,,VFR,,,,,,,,,,,,METAR,124
KPSK 220415Z AUTO 00000KT 10SM BKN110 06/M06 A3019 RMK AO2 T00601059,KPSK,2024-03-22T04:15:00Z,37.1337,-80.6789,6,-5.9,0,0,,10+,30.19,,,TRUE,TRUE,,,,,,,BKN,11000,,,,,,,VFR,,,,,,,,,,,,METAR,629
KPRS 220415Z AUTO 33004KT 10SM CLR 14/00 A3004 RMK AO2 T01411005,KPRS,2024-03-22T04:15:00Z,29.6346,-104.358,14.1,-0.5,330,4,,10+,30.04,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,890
KPRO 220415Z AUTO 13013KT 10SM OVC075 07/M08 A2997 RMK AO2 T00721085,KPRO,2024-03-22T04:15:00Z,41.8278,-94.1637,7.2,-8.5,130,13,,10+,29.97,,,TRUE,TRUE,,,,,,,OVC,7500,,,,,,,VFR,,,,,,,,,,,,METAR,308
